CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.4;24;2;86;760;154
01:00;3.1;17;2;59;480;107
02:00;3.7;28;3;20;490;59
03:00;3.7;23;3;21;480;54
04:00;2.3;20;3;22;430;53
05:00;1.9;25;2;22;370;58
06:00;2.5;25;2;66;740;126
07:00;1.8;47;3;36;560;102
08:00;1.9;57;7;49;620;131
09:00;1.3;50;7;32;420;99
10:00;1;38;5;25;290;76
11:00;1;36;4;27;170;77
12:00;0.7;35;7;21;190;67
13:00;0.4;32;14;21;170;63
14:00;0.4;33;21;19;180;62
15:00;0.4;29;13;15;210;52
16:00;0.4;28;8;11;260;45
17:00;0.4;33;7;11;;50
18:00;0.4;46;5;18;340;72
19:00;0.9;58;4;35;540;110
20:00;2.1;52;3;95;870;197
21:00;3.6;48;3;122;1040;234
22:00;4.7;36;2;125;1080;227
23:00;4.2;29;2;101;880;183
