CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.8;60;3;87;53;1000;142
01:00;3.3;47;4;78;34;900;100
02:00;1.2;30;11;44;14;560;51
03:00;1.2;25;10;35;11;460;41
04:00;1.2;27;9;43;10;470;42
05:00;1.2;18;9;33;7;390;28
06:00;1.2;19;11;41;29;460;63
07:00;1.2;24;9;53;53;610;105
08:00;2.4;33;9;60;40;640;95
09:00;5.7;28;9;66;10;400;43
10:00;4.6;;;62;;;
11:00;1.3;22;6;40;5;470;30
12:00;0.5;19;5;36;5;460;28
13:00;0.5;18;6;34;5;390;25
14:00;0.5;19;6;25;5;430;27
15:00;0.5;17;5;19;5;410;25
16:00;0.5;16;6;18;5;450;24
17:00;0.5;17;6;18;4;440;24
18:00;0.5;11;6;14;3;540;16
19:00;0.5;16;4;22;1;340;19
20:00;0.5;50;5;18;17;700;77
21:00;1.7;85;5;36;69;1560;190
22:00;3.9;83;5;66;97;1750;233
23:00;4.8;69;5;72;69;1310;175
