CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;10.2;51;7;141;110;123;1700;237
01:00;1.8;12;6;17;14;2;420;14
02:00;0.9;8;6;18;14;2;250;10
03:00;0.5;8;5;19;15;1;210;8
04:00;0.5;6;5;18;15;3;210;10
05:00;0.5;6;4;14;11;2;170;8
06:00;0.5;16;4;10;7;6;240;24
07:00;0.8;31;4;11;8;14;390;51
08:00;2.3;59;6;22;16;37;690;115
09:00;3.4;52;9;23;17;26;660;91
10:00;2.4;44;10;25;19;20;;74
11:00;2.3;33;10;31;22;17;510;57
12:00;2.3;32;8;36;19;20;470;61
13:00;1.2;27;12;40;19;14;350;48
14:00;1.7;42;13;56;34;25;500;80
15:00;2.8;52;19;67;44;25;680;90
16:00;3.4;52;22;66;45;24;680;88
17:00;3.4;53;18;68;47;25;710;91
18:00;3.4;61;17;69;45;23;740;96
19:00;3.4;67;22;81;52;27;830;107
20:00;3.9;59;13;91;61;27;870;99
21:00;6.2;70;16;105;68;56;1190;156
22:00;6.8;67;21;118;88;68;1350;170
23:00;9.6;64;16;130;100;124;1750;252
