CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;10.5;19;2;55;1170;102
01:00;9.6;13;2;48;1060;85
02:00;4.8;12;2;29;800;57
03:00;3.9;10;2;22;700;43
04:00;3;9;2;13;610;28
05:00;2.8;10;2;12;;28
06:00;2.8;10;1;23;670;44
07:00;2.9;11;2;39;720;70
08:00;3.4;24;3;102;1050;180
09:00;4.3;36;3;94;1030;179
10:00;2.9;38;6;41;690;100
11:00;2.4;40;12;29;600;83
12:00;1.6;30;16;16;370;54
13:00;1.2;26;10;11;260;42
14:00;1;24;13;9;170;37
15:00;0.8;21;7;7;130;31
16:00;0.9;11;5;2;150;14
17:00;1.1;10;4;2;190;13
18:00;1.2;13;3;2;200;15
19:00;1.4;18;3;3;280;22
20:00;2.3;23;3;3;400;27
21:00;4.7;32;3;38;780;89
22:00;6.5;28;3;73;910;139
23:00;12.1;20;3;72;1210;130
