CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;34;11;112;81;5;690;42
01:00;32;17;135;99;4;790;38
02:00;30;16;127;92;4;730;35
03:00;30;17;121;87;4;670;35
04:00;33;17;118;85;3;;38
05:00;32;16;118;86;4;690;38
06:00;40;16;117;83;14;750;62
07:00;50;16;114;79;29;870;94
08:00;53;17;111;75;36;800;108
09:00;58;17;109;70;45;770;126
10:00;38;10;67;43;19;420;67
11:00;33;8;;;19;290;62
12:00;18;5;;;10;190;33
13:00;15;6;;;7;170;26
14:00;18;6;;;9;220;32
15:00;18;5;;;9;260;31
16:00;21;5;;;8;290;33
17:00;19;4;26;10;6;210;28
18:00;32;3;32;14;11;330;47
19:00;38;2;50;27;9;550;52
20:00;29;2;39;21;6;430;37
21:00;52;4;59;35;12;580;71
22:00;63;8;86;55;15;770;87
23:00;45;11;96;65;10;760;60
