CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;31;2;51;32;2;550;32
01:00;30;3;47;29;6;470;38
02:00;16;2;42;30;1;390;17
03:00;17;2;46;31;2;420;20
04:00;19;2;50;32;3;460;23
05:00;22;2;48;28;3;390;26
06:00;31;3;47;26;19;570;59
07:00;40;2;42;23;32;670;88
08:00;36;3;43;20;31;670;83
09:00;40;3;41;17;19;530;68
10:00;30;;37;13;18;;57
11:00;17;6;26;8;4;;22
12:00;16;3;22;6;3;;21
13:00;10;2;22;7;1;;11
14:00;14;1;23;6;2;;18
15:00;;;19;6;;;
16:00;16;2;21;7;4;290;21
17:00;18;2;25;8;4;410;24
18:00;17;3;21;7;4;380;23
19:00;12;3;19;7;1;340;13
20:00;18;4;21;7;1;290;19
21:00;19;3;24;9;1;350;19
22:00;24;2;40;21;2;290;26
23:00;49;3;64;41;17;420;74
