CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.6;58;5;30;47;1140;130
01:00;3.1;29;3;30;3;400;34
02:00;3.1;26;2;30;1;430;27
03:00;1.4;35;3;30;3;450;39
04:00;1.4;21;3;30;0;300;22
05:00;1.3;34;2;30;11;380;52
06:00;1;23;1;30;4;260;29
07:00;1.2;23;2;30;10;390;39
08:00;5.1;28;3;30;13;420;49
09:00;0.5;;;30;;;
10:00;0.5;15;2;30;4;330;22
11:00;0.5;10;;30;2;400;13
12:00;0.5;9;;30;1;;11
13:00;0.5;15;;30;3;;20
14:00;0.5;16;1;30;3;210;21
15:00;0.5;15;2;30;2;380;20
16:00;0.5;16;2;30;3;390;20
17:00;0.5;21;2;30;5;420;30
18:00;0.5;27;2;30;5;390;35
19:00;0.5;25;1;30;2;410;29
20:00;2.2;33;8;30;0;930;35
21:00;4.2;18;10;30;0;460;19
22:00;1.5;48;4;30;33;770;99
23:00;2.7;59;4;30;42;980;123
