CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.3;44;12;75;47;6;700;54
01:00;1.3;60;13;85;52;4;780;66
02:00;2.1;35;6;98;71;18;1110;62
03:00;2.3;31;6;85;61;14;1010;52
04:00;1.9;29;5;72;51;12;900;47
05:00;1.9;23;5;70;49;13;840;43
06:00;1.8;27;5;82;53;53;880;108
07:00;1.6;34;5;79;46;120;1020;216
08:00;1.5;32;7;73;43;91;930;171
09:00;1.3;61;16;96;50;111;1210;229
10:00;1.3;77;18;106;49;91;1140;216
11:00;1.3;65;20;93;49;30;830;111
12:00;1.3;84;28;107;54;46;970;153
13:00;1.3;72;29;90;48;26;810;111
14:00;1.3;58;32;75;41;14;680;80
15:00;1.3;49;38;68;37;12;630;66
16:00;1.2;41;32;54;29;9;560;54
17:00;1.3;35;24;55;31;4;510;42
18:00;1;29;18;50;26;3;390;33
19:00;1;35;9;39;19;3;360;39
20:00;1;77;8;77;33;24;650;113
21:00;1;61;11;73;39;10;620;75
22:00;1;50;11;80;46;4;640;55
23:00;1.2;73;11;116;59;33;930;123
