CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;49;2;115;71;71;960;157
01:00;35;1;83;50;56;830;121
02:00;35;1;51;28;19;430;62
03:00;29;1;53;28;14;;50
04:00;29;1;45;24;27;360;69
05:00;33;1;42;26;13;310;53
06:00;33;2;44;26;21;410;64
07:00;39;4;50;31;35;620;94
08:00;42;6;53;29;44;610;108
09:00;41;8;49;22;31;640;89
10:00;36;11;38;14;17;620;61
11:00;36;15;31;10;15;560;57
12:00;31;12;25;7;9;490;44
13:00;26;10;22;5;6;440;33
14:00;28;9;28;11;5;430;34
15:00;28;8;28;10;5;430;33
16:00;31;10;27;9;5;450;37
17:00;33;8;25;6;6;460;41
18:00;26;6;24;5;3;410;29
19:00;34;5;25;4;5;390;38
20:00;65;4;39;9;7;450;75
21:00;31;3;78;33;3;490;36
22:00;60;2;74;38;53;880;141
23:00;64;3;87;48;79;1020;184
