CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;21;9;40;5;470;27
01:00;0.4;17;10;48;2;490;20
02:00;0.4;17;12;73;0;440;18
03:00;0.4;16;10;76;2;400;18
04:00;0.4;10;6;66;1;370;11
05:00;0.4;10;5;49;1;360;11
06:00;0.4;15;6;49;6;410;23
07:00;0.4;24;6;45;14;520;45
08:00;0.4;23;6;49;10;530;38
09:00;0.4;29;7;40;13;;48
10:00;0.4;32;6;45;13;550;51
11:00;0.4;30;6;38;12;510;48
12:00;0.4;32;6;45;15;550;55
13:00;0.4;24;6;38;12;510;43
14:00;0.4;27;6;43;15;570;50
15:00;0.4;30;5;40;15;530;53
16:00;0.4;28;7;39;11;540;46
17:00;0.4;23;7;42;10;480;38
18:00;0.4;23;8;28;9;440;37
19:00;0.4;30;8;46;7;490;41
20:00;0.4;29;8;39;7;500;40
21:00;0.4;26;9;21;7;490;36
22:00;0.4;33;10;25;8;560;44
23:00;0.4;27;10;32;8;550;39
