CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;7.1;79;9;134;102;145;1820;300
01:00;7.2;71;14;122;94;59;1520;161
02:00;11.6;70;17;152;117;52;1830;150
03:00;11.2;58;9;101;79;39;1220;117
04:00;6.3;53;8;104;80;25;1220;91
05:00;9.6;55;9;157;121;73;2000;166
06:00;11;64;11;169;129;166;2240;317
07:00;12.8;73;12;165;125;231;;426
08:00;12.5;82;13;127;89;211;2390;403
09:00;6.5;50;29;55;33;15;650;72
10:00;2.8;32;29;45;26;9;600;45
11:00;2.1;22;22;38;21;5;560;29
12:00;1.4;21;21;35;20;5;590;28
13:00;1.3;;;27;14;;;
14:00;0.5;26;15;25;11;5;430;34
15:00;0.5;29;18;22;9;7;470;40
16:00;1;37;21;27;14;9;560;50
17:00;2;45;17;36;24;8;650;56
18:00;3.9;64;13;52;34;21;680;95
19:00;5;77;12;81;58;29;880;121
20:00;6.5;90;12;89;66;91;1200;228
21:00;8.3;91;12;96;72;101;1500;244
22:00;9.1;84;13;92;68;38;1060;142
23:00;5.9;76;10;74;55;112;1130;247
