CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;12;3;5;220;20
01:00;0.4;8;1;2;190;11
02:00;0.4;11;1;1;220;13
03:00;0.4;10;1;1;200;12
04:00;0.4;10;2;1;170;12
05:00;0.4;10;2;2;180;13
06:00;0.4;19;2;7;250;29
07:00;0.4;32;2;19;360;61
08:00;0.9;29;1;18;320;57
09:00;0.9;28;1;18;320;55
10:00;0.9;28;1;16;290;52
11:00;0.9;28;2;16;260;54
12:00;0.9;26;2;13;210;45
13:00;0.8;26;2;15;270;49
14:00;0.9;25;3;19;300;54
15:00;1.1;27;2;27;300;68
16:00;1.3;27;2;23;380;63
17:00;1.4;30;2;26;400;69
18:00;1.4;30;2;28;420;72
19:00;1.7;28;2;25;;67
20:00;1.6;19;2;12;360;37
21:00;1;18;1;9;330;32
22:00;1;14;1;7;310;25
23:00;0.6;13;2;6;260;22
