CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.9;19;11;28;24;3;290;23
01:00;5;37;25;91;76;7;890;48
02:00;5;29;24;82;69;3;770;33
03:00;5;23;22;70;59;2;720;27
04:00;4.1;18;19;54;46;2;580;20
05:00;3.6;18;16;50;42;3;520;22
06:00;3.6;23;18;47;39;8;580;36
07:00;3.1;29;18;43;35;14;620;50
08:00;3.1;38;17;45;34;21;620;69
09:00;3.1;40;15;39;28;19;530;69
10:00;1.9;38;13;31;24;16;440;62
11:00;1.9;31;14;22;18;12;300;50
12:00;1.9;25;11;19;16;10;230;39
13:00;1.9;27;8;22;17;10;290;42
14:00;1.4;27;8;21;17;11;;43
15:00;1.9;33;10;23;19;15;480;56
16:00;1.4;35;10;25;19;16;480;58
17:00;1.9;34;12;27;21;15;450;57
18:00;1.9;35;12;27;21;14;510;55
19:00;1.9;30;12;27;22;10;440;44
20:00;1.9;29;10;28;23;8;460;41
21:00;1.9;27;9;29;24;7;420;37
22:00;1.9;25;10;28;24;6;430;34
23:00;1.9;21;11;29;24;4;370;27
