CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;19.6;45;6;87;3;710;50
01:00;13.3;31;6;86;1;510;32
02:00;34.1;27;12;106;1;710;28
03:00;24.4;23;9;83;1;570;24
04:00;16;20;8;63;2;490;23
05:00;15.5;24;7;53;11;600;40
06:00;26;23;7;64;7;410;33
07:00;6.9;38;7;64;14;500;60
08:00;3;25;6;89;6;380;34
09:00;2.1;40;8;78;12;990;57
10:00;5.9;29;20;122;5;;37
11:00;2.1;41;59;91;6;350;50
12:00;1.5;28;41;65;4;320;34
13:00;1;25;48;50;4;210;31
14:00;0;21;33;48;3;240;27
15:00;0;21;28;34;3;240;25
16:00;0;11;14;33;1;200;13
17:00;0;17;13;56;1;420;18
18:00;2.4;16;13;59;1;210;17
19:00;0.1;17;9;53;1;170;18
20:00;0;26;7;38;1;190;28
21:00;0;29;8;44;1;340;30
22:00;0;51;7;57;2;540;55
23:00;1.9;54;7;75;3;860;58
