CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.6;45;2;51;29;670;90
01:00;2.7;42;2;51;33;710;92
02:00;1.4;31;3;51;2;440;35
03:00;0.8;17;4;51;2;310;20
04:00;0.5;22;3;51;3;290;28
05:00;0.5;29;5;51;6;350;38
06:00;1.1;39;4;51;24;490;76
07:00;1.4;40;4;51;26;570;80
08:00;1.4;37;4;51;28;550;80
09:00;0.8;32;4;51;20;360;63
10:00;0.5;26;2;51;14;320;47
11:00;0.9;27;3;51;14;320;49
12:00;1.3;34;4;51;20;290;65
13:00;0.5;20;4;51;9;260;35
14:00;0.5;23;4;51;8;260;35
15:00;0.5;26;4;51;11;;43
16:00;0.5;32;4;51;19;410;60
17:00;0.5;28;3;51;10;360;45
18:00;0.5;35;5;51;9;390;48
19:00;0.7;51;4;51;14;500;73
20:00;0.8;48;4;51;10;440;63
21:00;0.7;39;5;51;3;390;44
22:00;1.3;26;4;51;0;440;26
23:00;1.1;54;4;51;18;590;81
