CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;4.9;32;30;131;3;870;36
01:00;0.4;16;2;27;1;220;16
02:00;0.4;8;3;26;1;;9
03:00;0.4;10;4;15;1;260;12
04:00;0.4;12;3;23;1;280;15
05:00;0.4;12;4;13;4;360;17
06:00;0.4;12;3;8;4;320;19
07:00;0.4;13;3;13;4;310;19
08:00;0.4;18;3;18;4;310;25
09:00;0.5;23;5;19;8;490;32
10:00;1;18;8;19;8;550;31
11:00;1;16;11;42;6;520;26
12:00;1;17;17;19;9;540;32
13:00;1;23;24;23;11;540;40
14:00;1;32;29;29;14;700;53
15:00;1.1;46;29;43;18;900;73
16:00;2;45;20;47;15;930;68
17:00;2;52;13;59;61;1260;146
18:00;3.4;55;15;121;143;2180;274
19:00;6;52;35;141;55;1630;135
20:00;6;48;37;131;25;1420;86
21:00;6;46;36;126;24;1520;82
22:00;5.9;41;36;149;12;1170;59
23:00;5;37;37;147;6;1070;46
