CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.6;18;2;10;430;33
01:00;3;17;2;7;410;26
02:00;1.6;10;1;3;400;13
03:00;1.1;6;1;2;340;9
04:00;1;11;1;1;360;13
05:00;1.2;16;2;3;380;21
06:00;1.5;19;2;5;370;26
07:00;1.4;22;1;21;450;54
08:00;1.8;26;1;25;520;64
09:00;2.5;31;2;37;630;88
10:00;2.1;25;1;19;500;54
11:00;1.4;18;1;7;360;28
12:00;1.2;14;1;4;290;20
13:00;1.5;29;1;13;380;49
14:00;1.7;35;2;15;;57
15:00;1.7;40;2;21;540;71
16:00;1.9;26;1;8;340;37
17:00;1.9;25;1;6;360;34
18:00;2.1;34;1;13;510;54
19:00;1.9;16;1;2;330;19
20:00;2.4;19;1;2;380;22
21:00;2.5;20;2;3;380;24
22:00;2.1;10;2;2;330;13
23:00;1.6;8;2;4;330;13
