CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.4;25;2;42;770;89
01:00;2.7;31;1;31;660;79
02:00;1;11;1;2;370;13
03:00;0.9;11;1;2;320;14
04:00;0.4;13;1;2;290;15
05:00;0.4;13;1;4;240;18
06:00;0.6;27;1;22;410;61
07:00;0.9;28;1;33;510;78
08:00;1.3;40;1;43;540;106
09:00;1.4;41;2;56;640;126
10:00;1.6;41;2;38;;98
11:00;1.1;31;2;25;340;68
12:00;0.9;33;8;23;270;68
13:00;0.9;34;8;21;250;66
14:00;0.9;32;4;22;260;65
15:00;0.9;32;4;21;280;63
16:00;1;34;3;20;320;64
17:00;1.1;36;4;19;360;64
18:00;1.3;52;3;44;600;119
19:00;1.8;50;2;38;650;107
20:00;1.9;30;2;20;580;61
21:00;2.5;15;2;29;550;59
22:00;1.9;13;2;41;510;76
23:00;2.2;25;2;47;740;97
