CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1;42;2;30;22;7;580;54
01:00;1;45;2;31;23;7;580;55
02:00;7;33;3;37;27;4;640;39
03:00;3.9;25;4;30;23;2;410;27
04:00;1.5;36;4;32;24;6;410;44
05:00;1;30;3;32;25;8;380;42
06:00;1;23;2;39;30;16;370;47
07:00;1;27;3;41;30;36;500;82
08:00;1.6;57;5;57;33;81;970;182
09:00;2.4;48;4;46;22;26;580;87
10:00;0.4;25;4;34;18;7;350;37
11:00;0.4;30;4;31;19;9;320;44
12:00;0.4;18;3;21;10;5;340;26
13:00;0.4;30;1;12;10;7;410;42
14:00;0.7;40;2;13;10;11;520;56
15:00;1;42;2;14;10;15;680;65
16:00;0.7;36;2;14;10;16;430;60
17:00;1;38;1;18;11;15;420;59
18:00;0.7;41;2;16;11;14;490;62
19:00;1;57;2;21;15;19;590;85
20:00;1.4;52;2;24;17;17;550;78
21:00;1;33;2;22;15;9;380;47
22:00;1;41;2;26;18;9;520;55
23:00;1;46;2;29;21;14;;67
