CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.9;34;6;33;5;380;42
01:00;0.9;36;5;38;2;350;39
02:00;0.9;25;5;31;3;410;29
03:00;0.9;22;5;27;3;380;28
04:00;0.9;27;5;38;7;400;37
05:00;0.9;28;4;28;7;440;39
06:00;0.9;39;5;22;23;660;74
07:00;1;46;4;41;38;860;104
08:00;2.2;38;9;45;30;750;85
09:00;1.8;29;8;23;17;550;55
10:00;0.9;23;8;21;13;420;44
11:00;0.9;26;7;20;12;430;44
12:00;0.9;27;10;22;14;410;48
13:00;0.7;25;11;24;13;430;46
14:00;0.9;22;8;13;10;420;38
15:00;0.7;24;5;16;13;460;44
16:00;0.9;20;4;22;9;430;34
17:00;0.7;21;4;11;11;450;38
18:00;0.9;23;4;22;11;460;40
19:00;0.9;33;4;21;14;530;55
20:00;1;51;4;29;23;670;87
21:00;2.6;66;4;60;38;750;124
22:00;2.6;56;5;73;15;700;80
23:00;2.6;34;7;39;10;;49
