CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.8;9;6;8;2;180;11
01:00;;;;;;;
02:00;;;;;;;
03:00;;;;;;;
04:00;;;;;;;
05:00;;;;;;;
06:00;;;;;;;
07:00;;;;;;;
08:00;;;;;;;
09:00;;;;;;;
10:00;;;;;;;
11:00;;34;10;14;8;470;47
12:00;;30;6;9;13;510;50
13:00;;21;7;7;12;;39
14:00;;30;6;5;13;300;51
15:00;;31;7;8;13;320;51
16:00;;30;8;12;11;320;48
17:00;;32;6;27;11;420;49
18:00;;29;6;12;8;370;42
19:00;1.3;29;5;7;9;340;44
20:00;0.8;29;5;8;7;370;41
21:00;0.8;20;6;14;5;290;28
22:00;0.8;17;5;23;3;240;23
23:00;0.8;12;5;14;3;230;16
