CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.5;15;8;36;2;560;18
01:00;1;11;10;34;1;560;13
02:00;1;14;10;50;2;390;17
03:00;1;12;8;36;1;390;14
04:00;1;13;6;66;2;390;16
05:00;1;18;5;48;5;460;25
06:00;1;23;5;40;6;470;31
07:00;1;23;6;42;5;530;31
08:00;1;26;6;25;7;460;35
09:00;1.5;27;7;33;5;460;35
10:00;2.6;21;8;46;7;510;31
11:00;8.5;13;6;47;3;380;17
12:00;1;9;5;85;3;330;12
13:00;1;13;4;64;3;450;16
14:00;1;20;5;54;8;;32
15:00;1.5;20;7;39;15;630;43
16:00;2;26;13;40;17;630;51
17:00;1.5;29;28;42;14;700;49
18:00;1;29;23;39;16;740;53
19:00;1.5;28;14;24;10;920;43
20:00;2;21;7;17;7;640;31
21:00;1;23;9;34;6;670;32
22:00;1.5;24;8;22;7;670;34
23:00;2;23;10;21;4;700;28
