CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;33;7;346;211;160;3640;277
01:00;25;16;;;4;960;31
02:00;20;12;;;4;1060;26
03:00;22;12;54;34;4;1040;29
04:00;23;8;43;32;10;780;39
05:00;21;7;46;33;21;920;54
06:00;23;7;47;34;20;890;53
07:00;18;7;54;39;36;1040;73
08:00;20;7;84;61;90;1420;157
09:00;25;7;146;105;142;;241
10:00;36;10;132;90;153;2380;269
11:00;44;12;142;99;130;2300;242
12:00;60;15;124;88;161;2400;306
13:00;74;17;137;96;158;2500;315
14:00;79;19;148;107;141;2630;296
15:00;74;15;160;114;161;2600;319
16:00;75;11;185;129;238;3350;439
17:00;68;14;190;142;145;3030;290
18:00;63;20;178;137;67;2270;165
19:00;54;14;188;129;71;2300;162
20:00;45;8;212;136;138;2420;255
21:00;35;7;274;169;115;2540;211
22:00;38;7;283;176;190;3120;327
23:00;34;6;321;207;169;3080;292
