CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.5;43;3;59;21;930;76
01:00;3;44;2;59;18;1040;73
02:00;4;31;3;59;53;;112
03:00;3.5;23;3;59;43;860;89
04:00;3.5;17;3;59;41;790;81
05:00;3;14;4;59;36;640;70
06:00;3;18;4;59;70;710;125
07:00;2.5;15;3;59;92;810;157
08:00;2.5;;;59;;;
09:00;2.5;47;;59;61;770;141
10:00;1;34;3;59;10;420;51
11:00;0.7;21;3;59;5;360;29
12:00;0.4;17;2;59;3;440;22
13:00;0.4;13;2;59;1;410;16
14:00;0.4;29;2;59;8;420;40
15:00;0.4;25;3;59;5;380;34
16:00;0.4;27;3;59;5;380;35
17:00;0.4;36;3;59;7;550;48
18:00;0.7;41;3;59;7;720;52
19:00;1.1;19;3;59;0;800;20
20:00;2.1;46;3;59;37;1150;103
21:00;4;70;3;59;78;1470;191
22:00;4.6;59;2;59;70;1500;166
23:00;4.9;49;3;59;52;1260;129
