CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;16;4;15;4;1;230;18
01:00;14;4;16;6;1;220;15
02:00;17;4;35;20;3;270;21
03:00;13;3;35;20;3;250;17
04:00;15;3;31;17;3;220;20
05:00;17;3;30;16;3;210;22
06:00;33;4;35;19;20;390;64
07:00;34;5;28;15;16;390;58
08:00;41;5;25;13;19;;70
09:00;44;5;26;12;19;390;74
10:00;37;6;24;11;13;350;58
11:00;36;9;24;10;11;380;52
12:00;;8;27;13;;290;
13:00;15;5;18;8;6;;24
14:00;24;5;36;19;10;230;38
15:00;29;6;43;25;10;280;45
16:00;28;6;43;25;10;400;43
17:00;29;7;45;25;8;350;42
18:00;29;5;29;14;9;260;43
19:00;26;3;23;9;6;210;36
20:00;37;4;29;14;10;290;53
21:00;27;3;17;4;4;250;32
22:00;26;3;24;11;4;270;33
23:00;23;4;18;5;3;220;28
