CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.3;24;10;69;49;15;830;47
01:00;2.6;20;12;67;42;3;460;25
02:00;16;35;5;81;55;10;580;50
03:00;5.4;24;4;48;40;2;170;27
04:00;2.5;21;4;45;38;1;140;22
05:00;7.1;28;5;69;48;10;760;43
06:00;5.6;24;5;46;36;8;410;36
07:00;2.9;24;3;41;33;4;270;30
08:00;4;34;4;71;49;17;810;60
09:00;8.2;37;6;98;63;38;880;96
10:00;13.5;33;6;144;94;45;1650;102
11:00;9.3;27;6;68;46;22;730;60
12:00;9.5;25;15;69;47;18;570;52
13:00;2;15;9;31;25;4;280;21
14:00;1.7;25;7;58;40;11;;42
15:00;5.9;21;6;47;33;3;460;25
16:00;1.9;26;5;55;37;5;520;33
17:00;4.8;38;4;71;48;13;1130;57
18:00;3.5;38;7;58;42;7;630;48
19:00;2.1;32;15;50;40;3;430;36
20:00;4.8;40;12;96;62;14;1210;61
21:00;9.9;37;11;110;72;18;1700;62
22:00;6.8;30;9;71;54;11;1000;47
23:00;4.6;28;8;67;55;15;1170;49
