CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0;18;6;2;340;19
01:00;0;12;6;2;310;13
02:00;1;27;5;2;390;28
03:00;1;18;3;1;390;19
04:00;1;18;4;2;380;20
05:00;1;25;5;7;390;34
06:00;1;39;6;10;520;52
07:00;1;30;6;8;410;41
08:00;1;21;12;7;390;30
09:00;0.5;20;15;6;320;29
10:00;0.1;21;17;8;310;32
11:00;0;21;15;6;270;30
12:00;0;21;14;7;320;29
13:00;0;27;12;6;270;35
14:00;0.5;36;8;8;;45
15:00;1;44;6;12;680;62
16:00;1;25;6;5;430;31
17:00;0.1;15;4;3;320;17
18:00;0;14;3;1;320;15
19:00;0;14;5;1;320;15
20:00;0;33;4;5;490;39
21:00;0;26;4;4;440;31
22:00;0;30;6;5;470;35
23:00;0;21;6;1;370;22
