CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;44;2;63;39;20;900;74
01:00;40;2;72;44;23;790;75
02:00;51;6;74;51;19;830;81
03:00;38;8;73;52;5;670;45
04:00;32;10;71;52;5;610;39
05:00;32;7;66;49;6;590;41
06:00;27;4;27;16;9;410;41
07:00;42;4;30;16;15;510;64
08:00;36;3;17;11;11;440;53
09:00;23;6;13;7;8;310;35
10:00;17;3;17;7;5;290;25
11:00;21;3;15;6;8;360;34
12:00;18;2;12;5;6;290;28
13:00;16;3;10;3;5;310;23
14:00;15;7;10;3;4;320;22
15:00;22;4;12;4;9;320;36
16:00;21;3;11;4;6;340;30
17:00;25;2;15;4;9;360;39
18:00;25;3;10;3;8;350;37
19:00;23;2;10;3;6;360;32
20:00;40;7;19;7;9;;53
21:00;69;6;36;15;18;640;96
22:00;54;3;64;26;25;750;92
23:00;46;2;46;26;9;680;60
