CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;22;9;170;132;93;1870;164
01:00;22;7;;;36;1840;77
02:00;18;8;;;6;1140;26
03:00;17;10;;;5;1000;24
04:00;20;11;;;10;1260;35
05:00;21;11;;;10;1080;36
06:00;29;11;;;77;1560;147
07:00;24;9;;;114;1670;196
08:00;26;7;;;181;1970;302
09:00;32;7;136;94;210;2370;353
10:00;34;11;123;80;174;2080;300
11:00;39;13;111;74;138;1910;250
12:00;44;12;116;72;149;1780;271
13:00;43;17;122;66;99;1810;194
14:00;35;20;79;47;29;1460;78
15:00;41;18;79;46;41;1390;103
16:00;60;12;124;72;141;1760;273
17:00;60;10;169;98;239;;424
18:00;55;9;177;110;278;2320;480
19:00;40;9;182;127;234;2370;397
20:00;32;10;220;164;184;2480;313
21:00;31;11;213;154;196;2370;330
22:00;29;11;232;172;228;2610;377
23:00;26;11;227;171;244;3240;397
