CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;35;3;36;26;50;570;111
01:00;24;1;32;20;31;450;71
02:00;13;3;6;3;2;170;16
03:00;12;3;13;8;2;180;16
04:00;13;2;22;16;3;160;18
05:00;15;2;27;20;3;160;19
06:00;29;3;25;18;10;250;43
07:00;39;4;22;15;19;350;67
08:00;46;5;24;15;21;390;78
09:00;33;5;23;14;8;290;45
10:00;19;4;17;12;3;200;23
11:00;21;3;17;11;4;240;26
12:00;18;4;15;9;4;220;24
13:00;29;3;13;8;6;250;37
14:00;39;3;12;7;12;320;57
15:00;45;3;16;11;15;360;68
16:00;56;2;17;11;21;620;88
17:00;47;3;22;15;23;500;82
18:00;45;5;26;16;23;450;80
19:00;42;5;23;14;15;390;65
20:00;46;3;23;14;11;360;62
21:00;21;2;32;22;10;390;37
22:00;25;3;45;33;20;480;56
23:00;29;2;44;32;37;550;85
