CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.7;43;3;44;31;11;560;59
01:00;1.6;27;3;47;31;37;460;84
02:00;0.5;6;3;14;7;0;270;6
03:00;0.5;6;3;13;8;0;;6
04:00;0.5;7;3;13;8;0;230;6
05:00;0.5;10;3;15;9;2;260;13
06:00;0.5;32;3;18;11;13;380;52
07:00;0.5;27;3;25;14;40;520;87
08:00;1.1;39;3;25;14;35;510;93
09:00;0.5;32;3;21;12;21;370;63
10:00;0.5;21;2;15;7;9;310;35
11:00;0.5;25;3;15;6;11;380;41
12:00;0.5;16;4;13;6;3;310;20
13:00;0.5;9;5;15;7;1;300;10
14:00;0.5;11;7;20;10;1;340;13
15:00;0.5;25;8;18;9;6;400;34
16:00;0.5;25;9;18;9;6;380;33
17:00;0.5;19;10;17;8;4;370;24
18:00;0.5;22;9;17;10;3;420;27
19:00;0.5;22;8;31;20;1;390;23
20:00;1.8;20;5;72;52;3;710;24
21:00;1.6;36;3;56;38;36;650;90
22:00;2.3;52;3;71;49;67;860;153
23:00;1.9;43;3;47;32;13;540;62
