CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;8;2;13;3;3;150;11
01:00;8;2;8;3;3;170;12
02:00;6;3;70;9;3;120;10
03:00;8;5;47;6;3;180;12
04:00;6;4;32;4;2;160;9
05:00;6;3;26;4;2;130;9
06:00;7;3;22;3;4;150;13
07:00;10;3;18;3;4;180;17
08:00;11;2;16;4;5;210;18
09:00;14;2;17;5;6;220;23
10:00;14;3;16;5;7;240;24
11:00;13;3;13;3;7;260;23
12:00;12;3;16;3;6;280;20
13:00;12;3;19;3;6;230;20
14:00;12;3;21;4;5;230;19
15:00;10;3;24;3;5;220;17
16:00;9;2;21;3;4;230;15
17:00;9;2;21;3;3;210;14
18:00;8;2;21;3;3;190;13
19:00;9;3;21;3;3;200;14
20:00;14;2;22;3;4;200;20
21:00;17;3;23;5;5;230;24
22:00;12;3;17;3;4;200;17
23:00;9;3;16;3;3;;14
