CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;2.04579;36.9252;9.6445;30.5484;24.6304;8.68709;678.079;824.423;50.2
00:00;1.82536;25.2893;8.82858;27.2437;22.1535;2.93253;615.259;822.005;29.8
01:00;1.5472;20.6035;8.36108;26.8298;21.9021;1.93978;570.937;796.801;23.6
02:00;1.51924;22.3369;7.3987;27.3058;22.169;2.23386;562.837;758.72;25.8
03:00;1.28978;18.2516;6.71446;22.1595;18.1766;2.07037;529.292;710.737;21.4
04:00;1.19201;18.5694;6.78251;19.935;16.3311;2.27474;492.426;650.928;22.1
05:00;1.26633;27.705;5.71805;20.8311;17.0471;5.76149;532.58;594.285;36.5
06:00;1.63468;45.9641;5.06488;20.9945;16.9905;28.1683;737.947;589.92;89
07:00;2.01999;59.5156;4.80672;25.8061;20.5316;70.4971;1054.29;636.946;167.2
08:00;2.49261;58.8689;4.07661;27.4004;21.8711;63.3012;981.03;682.667;155.6
09:00;2.59562;60.6357;4.54337;34.6785;27.3877;76.5045;1028.68;739.885;177.5
10:00;2.25666;50.703;5.57751;39.4034;31.0412;41.4246;803.824;770.009;114
11:00;2.69465;50.9841;5.45545;47.6972;37.696;38.1488;854.686;810.683;109.3
12:00;2.77149;53.082;7.31289;50.5029;39.8316;42.2591;824.946;852.248;117.7
13:00;2.77619;52.3891;7.71382;52.0475;41.0346;34.8415;799.546;885.619;105.6
14:00;3.39005;48.6694;8.0822;56.9117;45.0887;31.096;813.562;895.07;96.2
15:00;3.90307;62.7491;7.4564;67.6255;52.9475;55.5812;1069.4;896.959;147.7
16:00;4.41087;65.3088;8.29155;72.3785;56.661;64.5333;1120.34;914.373;163.9
17:00;5.037;63.8405;8.03634;76.9253;59.9014;62.3535;1254.44;942.593;159.1
18:00;3.92743;65.6324;6.79509;64.8516;50.4717;66.6262;1155.17;986.511;167.4
19:00;4.20739;63.416;6.21219;71.02;55.0743;61.4802;1092;1016.18;157.4
20:00;3.73964;55.7055;5.83863;71.7592;56.1779;25.8132;920.246;1028.09;95.2
21:00;3.39997;45.7186;7.24854;67.2187;53.295;14.1981;836.629;1032.72;67.4
22:00;3.35163;47.1996;8.01415;74.1642;58.029;16.2837;893.995;1042.78;72.1
23:00;1.94477;42.5797;7.14498;57.9426;45.2172;16.9498;762.428;1004.41;68.5
00:00;2.00141;34.4707;6.8269;57.302;44.8393;5.93052;667.943;947.856;43.5
