CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;9.9;40;8;131;104;12;1190;58
01:00;10.6;38;15;126;87;8;810;50
02:00;8;30;12;83;69;3;650;34
03:00;6.9;24;11;76;68;1;660;26
04:00;5;23;7;73;67;1;650;24
05:00;7.1;26;6;82;67;1;;27
06:00;5.1;23;6;57;52;1;550;25
07:00;3.4;25;6;39;35;2;400;28
08:00;2.3;26;5;31;27;2;340;28
09:00;1.8;25;5;30;23;2;260;28
10:00;1.7;26;5;38;29;3;360;30
11:00;3.3;24;5;41;33;3;460;28
12:00;3;32;6;53;40;9;510;45
13:00;5.1;56;8;89;61;43;1300;122
14:00;5.5;51;6;80;62;32;830;99
15:00;5.6;50;7;104;73;28;880;92
16:00;5.9;54;6;102;77;35;940;109
17:00;6.8;54;6;109;84;38;960;112
18:00;6.5;50;6;101;89;24;1010;87
19:00;11.1;53;5;143;117;69;1520;157
20:00;15.6;49;8;146;128;52;1640;129
21:00;14.8;45;7;153;134;40;1600;106
22:00;16.9;42;6;234;187;56;1890;126
23:00;13.2;41;7;117;108;17;1250;67
