CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;65;38;154;54;10;1300;79
01:00;0.4;65;41;130;44;13;1310;84
02:00;1.3;16;8;66;28;1;650;16
03:00;1;26;13;101;38;2;900;27
04:00;3.6;28;16;73;31;2;;30
05:00;1.4;13;7;45;24;1;360;13
06:00;0.4;13;7;53;27;1;720;13
07:00;1.2;26;14;108;45;4;1250;32
08:00;5.8;42;27;125;49;12;1050;58
09:00;6.1;39;35;121;50;14;1290;60
10:00;4.6;24;26;83;36;8;1230;35
11:00;2.9;18;21;63;26;5;880;24
12:00;0.6;11;13;42;18;3;620;14
13:00;0.4;12;14;41;16;3;590;15
14:00;0.4;10;12;36;16;2;540;13
15:00;0.4;9;10;35;15;2;490;12
16:00;0.4;12;12;33;11;2;490;15
17:00;0.4;15;11;40;13;3;520;19
18:00;0.4;18;13;41;12;3;400;22
19:00;0.4;17;12;28;8;2;400;20
20:00;0.4;25;19;31;10;1;500;26
21:00;0.4;49;34;94;27;2;890;52
22:00;0.4;38;22;100;34;2;720;39
23:00;0.4;77;36;155;60;10;1660;92
