CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.9;36;15;59;45;9;750;49
01:00;10.9;27;13;194;143;92;2500;169
02:00;11.7;24;12;198;147;79;2410;144
03:00;11.7;22;12;182;136;67;2300;123
04:00;10.9;19;10;157;120;55;2100;102
05:00;10.9;18;10;144;110;51;1950;96
06:00;10.2;22;10;138;103;95;2110;166
07:00;9.4;;;133;97;;;
08:00;9.4;36;10;138;100;175;2110;304
09:00;9.4;39;11;158;110;208;2320;357
10:00;9.4;48;15;197;126;261;2660;446
11:00;9.4;75;24;172;108;235;2600;434
12:00;9.4;65;26;129;75;95;1470;210
13:00;8.6;59;31;127;70;69;1260;165
14:00;7.8;46;29;78;48;33;930;96
15:00;6.2;52;27;87;59;45;1150;121
16:00;6.2;51;21;59;41;33;910;102
17:00;4.7;58;16;35;25;43;750;123
18:00;4.7;56;15;43;31;50;820;132
19:00;4.7;53;14;48;36;57;900;139
20:00;3.9;51;14;56;42;39;960;110
21:00;3.1;50;14;62;46;34;900;101
22:00;3.1;37;17;61;46;12;770;55
23:00;3.1;39;17;67;50;14;860;60
