CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;5;39;4;50;3;570;42
01:00;2;42;3;46;6;610;50
02:00;0;14;5;22;1;260;14
03:00;0;21;5;16;3;280;25
04:00;0;15;5;14;3;260;18
05:00;0;31;5;8;11;420;47
06:00;0;40;13;8;20;590;70
07:00;0.5;40;26;39;18;520;66
08:00;0.5;36;22;17;15;440;56
09:00;0;22;5;13;11;340;38
10:00;0;24;6;29;11;360;40
11:00;0;29;7;18;14;410;49
12:00;0;29;6;10;13;400;49
13:00;0;36;18;11;19;490;63
14:00;0.5;28;9;32;12;380;45
15:00;0;27;8;32;11;;41
16:00;0;32;9;19;10;440;45
17:00;0;31;10;27;10;440;44
18:00;0;30;9;19;8;430;40
19:00;1;40;10;27;10;540;54
20:00;1;56;9;27;9;560;69
21:00;1;55;6;29;18;610;81
22:00;1.1;59;5;45;20;790;88
23:00;3.4;50;5;55;15;730;72
