CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;15;3;43;21;12;620;33
01:00;14;3;46;23;19;660;42
02:00;16;4;19;8;3;190;20
03:00;16;4;24;10;2;160;19
04:00;16;2;23;11;2;160;18
05:00;18;4;26;13;2;180;20
06:00;13;;21;10;2;;16
07:00;23;3;31;19;4;290;29
08:00;18;3;17;7;4;260;23
09:00;18;2;13;6;5;240;25
10:00;10;3;12;5;2;220;14
11:00;13;2;16;6;4;210;19
12:00;7;2;13;5;4;230;13
13:00;5;2;10;3;2;180;9
14:00;5;4;12;5;2;210;8
15:00;6;6;15;7;1;190;8
16:00;;6;16;8;;200;
17:00;;;21;9;;160;
18:00;17;;47;28;3;420;21
19:00;18;3;31;15;2;420;21
20:00;25;3;26;11;3;460;29
21:00;14;3;44;25;2;490;16
22:00;18;3;48;26;4;570;24
23:00;16;2;41;19;8;600;27
