CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;19;12;20;15;2;170;21
01:00;22;11;15;10;3;210;27
02:00;16;14;8;5;1;160;18
03:00;14;12;8;5;1;150;16
04:00;14;12;7;4;1;;15
05:00;10;10;3;3;1;;11
06:00;20;9;3;3;4;190;25
07:00;27;8;4;3;8;170;40
08:00;35;10;7;4;12;260;53
09:00;46;11;18;12;22;310;79
10:00;37;13;23;15;19;310;66
11:00;38;15;20;13;20;330;68
12:00;37;22;24;14;19;280;67
13:00;35;26;21;12;16;230;59
14:00;43;12;25;14;20;360;74
15:00;52;11;27;16;32;480;100
16:00;47;5;12;7;18;290;75
17:00;61;5;24;18;35;480;115
18:00;60;7;41;32;33;;110
19:00;63;8;49;39;37;560;120
20:00;54;9;55;43;22;470;88
21:00;32;10;38;30;6;;41
22:00;37;10;39;31;9;260;51
23:00;25;10;20;15;6;190;33
