CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;44;45;98;74;4;1020;50
01:00;51;29;110;85;9;860;65
02:00;47;35;133;103;6;1030;55
03:00;42;43;132;102;4;1010;48
04:00;45;56;113;87;5;860;53
05:00;47;70;89;68;6;720;56
06:00;52;79;97;75;14;830;72
07:00;57;80;119;89;35;1090;110
08:00;58;76;119;89;42;1160;123
09:00;50;66;90;70;24;790;86
10:00;46;67;87;68;26;760;86
11:00;41;62;86;66;25;720;78
12:00;;;88;69;;;
13:00;46;;87;67;31;;94
14:00;50;68;85;65;33;;100
15:00;59;79;90;69;49;990;133
16:00;58;63;103;80;37;980;114
17:00;59;65;120;92;36;1120;115
18:00;61;67;132;101;32;1220;111
19:00;63;62;122;95;23;;99
20:00;62;64;118;91;22;1270;95
21:00;60;62;117;89;19;1220;89
22:00;54;53;105;81;10;1040;69
23:00;52;51;101;77;9;1050;66
