CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.5;14;2;25;18;2;310;17
01:00;0.5;12;4;30;23;3;330;17
02:00;0.5;4;3;30;22;0;170;5
03:00;0.5;4;3;33;24;0;180;4
04:00;0.5;5;2;34;25;0;190;6
05:00;0.5;8;3;37;28;0;200;9
06:00;0.5;22;3;29;22;9;330;36
07:00;0.9;33;4;23;19;17;480;58
08:00;0.9;21;4;18;15;5;310;28
09:00;0.5;22;3;17;13;5;340;30
10:00;0.5;29;4;21;15;9;370;43
11:00;0.9;;;27;20;;;
12:00;0.5;10;3;28;20;2;340;13
13:00;0.5;4;3;25;18;1;300;6
14:00;0.5;4;3;27;19;1;270;6
15:00;0.5;4;3;26;18;1;;5
16:00;0.5;5;2;24;17;2;180;8
17:00;0.5;5;2;25;18;1;200;7
18:00;0.5;4;2;29;20;1;190;6
19:00;0.5;4;2;29;20;1;150;5
20:00;0.5;4;2;27;18;0;230;5
21:00;0.5;6;2;26;18;0;280;6
22:00;0.5;8;1;24;17;0;270;8
23:00;0.5;6;4;26;19;0;260;7
