CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.5;12;4;21;0;280;13
01:00;0;6;4;22;1;260;7
02:00;0;5;5;21;1;250;6
03:00;0;5;5;16;1;250;6
04:00;0;5;5;22;1;230;6
05:00;0;5;5;11;1;270;7
06:00;0;6;6;10;2;280;10
07:00;0;5;6;7;2;190;9
08:00;0;5;5;13;3;160;9
09:00;0;5;4;22;3;;10
10:00;0;5;6;13;3;210;9
11:00;0;4;4;13;2;180;7
12:00;0;4;4;9;2;200;8
13:00;0;3;5;9;1;170;6
14:00;0;4;3;8;2;180;7
15:00;0;4;4;14;2;210;8
16:00;0;5;4;9;2;220;8
17:00;0;5;4;8;2;240;8
18:00;0;5;4;12;1;230;7
19:00;0;6;4;13;1;240;8
20:00;0;15;4;9;2;310;18
21:00;0;15;3;13;1;340;17
22:00;0;25;3;20;1;420;27
23:00;1;21;3;17;1;370;22
