CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.8;18;4;35;1;470;18
01:00;1.5;25;3;35;1;440;26
02:00;1.5;35;3;35;4;420;42
03:00;1.5;33;4;35;2;280;35
04:00;0.9;18;3;35;2;150;21
05:00;0.6;15;2;35;2;140;17
06:00;0.6;36;3;35;7;240;46
07:00;1.2;61;2;35;26;510;100
08:00;1.5;44;2;35;15;380;66
09:00;0.9;32;2;35;10;330;46
10:00;0.6;24;2;35;8;340;35
11:00;0.6;18;2;35;8;390;30
12:00;0.6;18;2;35;7;460;28
13:00;0.6;17;2;35;6;420;27
14:00;0.6;19;3;35;6;420;28
15:00;0.6;18;2;35;6;400;27
16:00;0.6;16;3;35;5;380;23
17:00;0.6;18;3;35;7;380;28
18:00;0.6;18;3;35;5;360;24
19:00;0.6;17;3;35;3;290;22
20:00;0.6;22;3;35;2;330;24
21:00;0.6;31;3;35;1;360;32
22:00;1.1;28;3;35;1;;28
23:00;0.6;21;4;35;1;400;21
