CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;19.9;17;15;110;1;400;18
01:00;19.4;29;13;103;1;920;30
02:00;25.3;74;21;184;40;2090;135
03:00;61.4;72;26;312;52;2380;152
04:00;73.7;58;23;290;15;990;81
05:00;26.5;55;17;215;21;980;88
06:00;24.2;40;13;149;10;380;57
07:00;3.7;44;11;111;19;570;73
08:00;23.4;27;12;165;7;260;38
09:00;2.6;21;11;91;5;;28
10:00;0;44;15;82;13;1000;63
11:00;9.4;11;18;70;2;290;14
12:00;0.1;8;13;42;1;200;10
13:00;0;6;13;32;1;170;7
14:00;0;7;11;15;2;170;10
15:00;0;10;11;27;2;170;13
16:00;0;24;21;47;2;470;28
17:00;1.5;18;17;65;1;500;20
18:00;1;11;12;54;1;310;12
19:00;0;15;12;45;1;250;16
20:00;0;19;11;55;1;210;19
21:00;0;12;11;56;0;210;13
22:00;0;11;9;40;0;180;11
23:00;0;18;9;52;1;310;19
