CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;24;2;21;10;3;290;28
01:00;12;2;22;10;2;260;14
02:00;22;4;43;27;4;370;27
03:00;19;3;55;33;3;;24
04:00;19;3;52;33;4;480;24
05:00;18;3;50;32;4;440;24
06:00;23;3;52;32;13;510;43
07:00;25;3;47;30;14;520;45
08:00;26;3;48;29;12;510;42
09:00;26;8;33;20;12;430;44
10:00;35;34;27;15;18;370;62
11:00;17;22;17;9;7;270;28
12:00;5;9;14;7;2;230;7
13:00;5;6;11;6;2;160;8
14:00;4;4;10;4;1;150;6
15:00;2;4;10;4;1;160;4
16:00;4;3;11;4;2;170;7
17:00;12;5;20;5;3;340;16
18:00;18;4;8;3;3;230;22
19:00;25;3;11;4;4;320;30
20:00;23;3;11;4;3;350;27
21:00;26;3;17;8;3;360;31
22:00;42;3;22;12;6;490;51
23:00;32;3;21;11;6;400;41
