CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;13;4;17;13;3;220;16
01:00;26;12;48;40;3;350;31
02:00;26;11;48;39;4;330;33
03:00;21;12;39;32;3;250;25
04:00;19;9;36;29;2;220;22
05:00;23;7;32;24;5;;31
06:00;33;6;21;15;20;370;63
07:00;39;6;25;19;33;380;88
08:00;44;5;29;22;58;490;133
09:00;50;6;38;29;77;680;167
10:00;40;7;28;21;46;510;110
11:00;38;8;36;27;49;520;112
12:00;39;10;33;25;50;530;115
13:00;42;10;32;25;44;540;109
14:00;43;10;26;20;27;420;83
15:00;43;8;23;17;23;340;77
16:00;46;5;19;14;24;400;83
17:00;52;7;24;18;26;480;91
18:00;52;8;35;28;27;500;93
19:00;49;9;40;32;23;510;83
20:00;38;4;26;19;13;380;56
21:00;37;8;28;21;14;370;57
22:00;28;6;20;15;9;300;41
23:00;20;6;15;11;6;190;28
