CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2;63;5;56;20;1000;94
01:00;2.5;54;4;61;27;610;96
02:00;1;28;4;19;14;;50
03:00;1;20;2;25;5;390;29
04:00;0.7;19;2;18;10;360;35
05:00;0.5;24;2;9;16;350;48
06:00;0.4;34;2;19;22;480;67
07:00;0.6;33;2;33;31;640;81
08:00;1;40;2;30;41;750;104
09:00;1.9;42;2;64;32;750;90
10:00;2;44;3;44;48;680;115
11:00;1.6;41;3;33;30;540;77
12:00;0.8;25;3;39;16;440;49
13:00;0.9;26;8;30;6;440;35
14:00;1;16;7;40;4;370;22
15:00;0.5;13;5;21;2;330;16
16:00;0.4;18;6;18;3;410;23
17:00;0.6;;;28;;;
18:00;1.4;27;6;35;8;600;39
19:00;0.9;32;7;35;7;600;43
20:00;0.7;46;6;37;5;630;54
21:00;1.3;66;10;44;12;910;85
22:00;4.7;66;7;164;11;840;83
23:00;3.9;60;5;104;17;840;86
