CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;51;2;52;37;18;920;77
01:00;33;1;54;40;5;770;41
02:00;42;2;53;38;9;730;56
03:00;31;2;48;37;11;670;47
04:00;23;2;45;36;7;560;34
05:00;21;2;43;34;6;550;31
06:00;20;1;44;35;12;550;37
07:00;17;2;47;36;20;530;47
08:00;37;3;44;28;18;580;64
09:00;31;4;39;22;7;500;42
10:00;32;4;38;20;7;500;42
11:00;25;4;32;17;4;450;31
12:00;18;3;28;13;2;390;21
13:00;17;12;20;10;2;330;19
14:00;16;8;20;9;2;320;19
15:00;19;8;17;10;2;330;23
16:00;16;5;21;12;2;370;18
17:00;9;3;17;9;1;300;10
18:00;11;6;17;10;1;310;12
19:00;14;7;27;15;1;390;15
20:00;13;4;42;29;2;590;15
21:00;13;4;37;25;2;580;16
22:00;32;4;46;32;5;730;39
23:00;50;3;49;35;9;820;64
