CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;6.6;49;2;53;31;18;840;78
01:00;3;40;1;45;27;10;590;57
02:00;2;33;3;48;31;6;320;44
03:00;2;25;2;44;29;4;270;31
04:00;1.9;21;1;43;26;4;200;28
05:00;1.8;22;1;46;29;4;210;30
06:00;2;20;2;44;25;7;160;30
07:00;1.6;33;1;46;27;39;320;93
08:00;1.9;54;1;54;30;50;470;132
09:00;1.6;49;2;49;22;21;370;81
10:00;1.2;35;3;35;13;7;230;47
11:00;0.5;27;4;31;11;4;230;33
12:00;9.6;25;11;52;14;3;430;31
13:00;5.3;10;6;27;7;1;210;12
14:00;1.4;7;5;25;11;0;280;9
15:00;0.8;7;5;18;5;0;250;8
16:00;0.5;7;3;17;6;0;230;8
17:00;0.5;10;3;22;8;0;290;11
18:00;0.5;8;3;26;13;0;;9
19:00;0.5;9;2;27;11;0;370;10
20:00;0.5;15;2;32;8;0;310;16
21:00;2.1;24;3;54;32;1;420;27
22:00;5.9;19;4;48;29;1;410;22
23:00;5.5;68;3;54;28;24;920;104
