CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;22;3;38;1;240;23
01:00;0.4;21;2;23;4;230;28
02:00;1.9;38;5;61;2;780;40
03:00;20.6;65;7;123;3;1730;70
04:00;23.7;63;8;174;4;1680;70
05:00;19.7;68;12;200;10;1670;84
06:00;19.9;62;17;174;20;1870;93
07:00;22.3;48;15;140;19;1010;78
08:00;12.8;53;22;161;38;1820;113
09:00;20.9;33;19;150;16;980;58
10:00;7.4;41;22;130;18;1540;70
11:00;6.6;21;21;116;7;880;32
12:00;0.7;13;11;53;2;350;17
13:00;0.4;12;5;37;2;450;14
14:00;0.4;18;8;88;15;360;40
15:00;0.7;;;71;;;
16:00;0.4;21;4;41;18;330;46
17:00;0.4;15;3;50;2;;18
18:00;0.4;13;2;38;4;330;18
19:00;0.7;15;2;32;1;260;15
20:00;0.4;14;1;29;1;250;15
21:00;0.4;38;2;33;4;480;45
22:00;2.2;30;2;58;5;440;39
23:00;0.7;18;2;54;3;240;23
