CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;0.683126;15.9608;3.26737;16.6893;14.5787;3.15941;275.209;283.011;20.8071
00:00;0.556883;12.3915;1.84722;15.164;13.4253;2.00351;271.484;288.699;15.474
01:00;0.41831;11.6061;4.15847;13.2107;11.3707;1.43213;312.942;299.392;13.8052
02:00;0.331004;8.53783;3.38707;9.26;7.988;0.892644;274.772;304.137;9.912
03:00;0.338236;12.1098;3.35308;9.932;8.47067;1.32736;244.449;296.07;14.1562
04:00;0.293345;18.647;6.13869;11.736;9.872;1.5352;217.033;282.285;21.0016
05:00;0.253457;9.29931;4.93726;6.42667;5.484;1.15486;198.432;264.295;11.0763
06:00;0.335963;7.62012;3.89912;5.67333;5.00267;1.81265;219.046;251.671;10.3987
07:00;0.361769;15.8008;3.19496;6.14533;5.488;2.9876;226.534;245.586;20.3857
08:00;0.498967;29.6106;3.94936;8.336;7.712;6.59559;257.484;243.837;39.7309
09:00;0.614529;36.2646;4.48579;8.33867;7.46533;15.2955;298.56;242.039;59.727
10:00;0.582093;27.1577;4.90696;4.296;4.04533;15.5071;366.26;253.475;50.9342
11:00;0.576356;32.9992;5.6392;4.83733;4.57333;17.7015;308.644;261.499;60.1585
12:00;0.759506;24.954;6.12761;5.744;5.43467;13.2715;305.699;272.582;45.3153
13:00;0.705453;25.8101;5.33699;6.54133;6.092;11.8274;366.092;293.54;43.9655
14:00;0.828371;25.4599;4.9476;6.076;5.55867;11.3148;355.645;310.615;42.8167
15:00;1.08615;26.1289;5.13602;7.888;7.34533;12.6612;351.49;326.234;45.5453
16:00;1.20806;34.0982;5.14488;10.7293;10.092;14.3817;414.598;345.874;56.1657
17:00;1.36383;44.4507;5.99165;13.9787;13.0547;23.0795;470.081;367.314;79.8476
18:00;1.28462;38.2823;6.89679;16.0653;14.9187;16.9963;458.541;378.849;64.3523
19:00;0.64724;23.0846;7.57435;11.2693;10.668;8.34243;380.741;387.861;35.8826
20:00;0.538203;13.0828;6.81403;6.64667;6.29333;3.67207;303.651;387.605;18.732
21:00;0.481061;11.3919;6.80664;7.20533;6.852;3.79919;289.409;378.02;17.2122
22:00;0.438013;9.91944;6.4638;7.604;7.27067;2.83727;283.558;369.009;14.271
23:00;0.400589;7.81195;6.08253;6.45467;6.136;2.4074;277.975;359.819;11.4987
00:00;0.38135;7.24868;6.02712;5.64933;5.35333;1.20924;264.792;341.094;9.09419
