CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;11.5;57;5;205;138;90;1720;193
01:00;11.5;45;5;197;137;71;1560;153
02:00;0.7;8;5;34;27;0;320;9
03:00;0.4;8;4;34;26;0;330;8
04:00;0.4;7;3;34;26;0;360;7
05:00;0.4;8;3;34;27;0;290;8
06:00;0.4;15;3;38;27;1;370;16
07:00;1.2;25;3;46;34;2;400;27
08:00;1;22;4;37;27;2;350;24
09:00;0.7;18;3;35;27;0;330;19
10:00;0.4;12;4;35;26;1;320;12
11:00;0.4;14;11;44;28;3;;19
12:00;1.5;17;13;37;24;3;420;21
13:00;0.7;15;12;39;23;2;380;18
14:00;0.4;21;23;43;24;3;410;25
15:00;1.5;19;28;46;26;4;400;25
16:00;1.5;11;11;34;21;2;320;14
17:00;0.7;17;19;43;22;2;290;20
18:00;0.4;20;18;39;20;2;290;22
19:00;0.4;22;17;37;20;1;290;24
20:00;0.4;38;6;71;44;1;420;39
21:00;4;85;4;159;81;76;1120;201
22:00;6.5;86;5;177;106;133;1460;289
23:00;10.5;73;6;242;153;115;1830;249
