CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.2;63;4;53;7;910;74
01:00;1;39;5;48;4;740;46
02:00;1;21;4;56;4;;28
03:00;1.4;20;3;51;5;360;28
04:00;1.2;23;3;29;7;290;35
05:00;1;31;5;28;16;330;56
06:00;1;24;6;49;15;380;47
07:00;1;19;7;53;10;270;34
08:00;1;16;6;49;9;340;30
09:00;1;17;9;54;8;360;29
10:00;0.7;10;6;55;5;310;17
11:00;0;2;2;40;3;190;8
12:00;0;4;4;15;4;240;9
13:00;0;3;4;10;3;280;8
14:00;0;5;4;17;4;310;10
15:00;0;8;5;17;4;290;14
16:00;0;9;5;25;4;310;16
17:00;0;11;5;39;5;370;18
18:00;0;17;5;19;6;360;26
19:00;0;36;6;21;8;640;49
20:00;0.4;70;7;35;10;990;86
21:00;1;56;7;42;6;950;66
22:00;1;70;6;64;9;1080;84
23:00;2;67;5;70;5;1050;75
