CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.2;23;1;58;37;880;80
01:00;2.7;20;1;50;26;570;60
02:00;2.1;29;1;49;14;660;50
03:00;2.1;24;1;38;15;670;46
04:00;2.1;21;1;42;8;560;33
05:00;2.1;22;1;53;8;540;34
06:00;2.1;17;1;49;24;630;54
07:00;2.1;17;1;38;25;580;57
08:00;2.1;24;5;40;19;570;54
09:00;1.7;21;11;51;10;470;36
10:00;1;18;28;40;7;380;29
11:00;0.1;12;28;40;4;310;18
12:00;0;18;48;37;7;330;28
13:00;0;19;42;34;5;310;26
14:00;0;19;35;24;5;330;27
15:00;0;22;52;32;4;320;29
16:00;0;29;53;21;5;520;37
17:00;1.3;32;35;57;3;640;37
18:00;1.5;32;25;73;2;750;35
19:00;2.5;55;17;137;29;880;98
20:00;3.5;53;8;101;38;1010;113
21:00;5.4;47;4;88;61;1170;141
22:00;8;39;3;72;60;1110;130
23:00;5.6;30;2;68;47;900;103
