CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;12;16;45;31;1;470;14
01:00;23;22;71;52;2;1040;25
02:00;17;15;60;45;1;780;19
03:00;26;24;61;42;2;1160;29
04:00;32;17;63;44;3;930;36
05:00;29;21;60;42;3;1090;33
06:00;25;16;52;38;2;740;28
07:00;30;19;54;37;4;1140;36
08:00;36;20;68;47;5;920;44
09:00;36;17;60;45;11;700;53
10:00;36;24;86;60;13;1040;56
11:00;56;25;114;79;47;1640;128
12:00;42;28;104;57;22;980;76
13:00;35;30;66;43;13;630;54
14:00;21;24;55;40;4;510;27
15:00;17;18;40;26;3;400;20
16:00;16;17;41;26;2;390;19
17:00;15;15;37;25;1;390;17
18:00;15;13;38;27;2;420;18
19:00;17;14;47;34;1;480;19
20:00;14;16;40;28;1;430;16
21:00;26;16;44;31;4;500;31
22:00;58;14;76;52;54;1230;140
23:00;29;17;63;43;6;680;37
