CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;25;5;110;96;5;240;32
01:00;35;15;127;93;6;1210;45
02:00;33;9;108;87;10;830;47
03:00;25;4;101;85;12;580;43
04:00;25;3;109;93;12;630;43
05:00;20;2;109;94;8;530;33
06:00;21;1;126;112;24;700;58
07:00;22;1;123;106;44;680;89
08:00;19;2;124;108;22;610;52
09:00;26;6;123;102;37;650;83
10:00;28;15;125;99;17;1120;55
11:00;35;20;142;109;21;1070;68
12:00;33;18;132;103;14;660;55
13:00;31;21;161;128;11;800;47
14:00;29;28;165;130;7;880;40
15:00;22;15;107;80;4;340;27
16:00;21;10;195;170;3;550;24
17:00;40;6;280;234;26;1270;80
18:00;57;5;334;268;146;;280
19:00;49;5;285;224;148;1830;275
20:00;40;4;350;281;135;2230;247
21:00;34;4;375;318;119;2580;214
22:00;34;3;227;198;47;1240;105
23:00;27;6;127;109;5;370;34
