CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;10;1;15;8;0;370;11
01:00;7;2;10;4;0;340;8
02:00;38;3;96;63;30;1040;83
03:00;37;3;78;51;12;810;56
04:00;46;6;78;54;12;790;65
05:00;43;4;76;48;17;810;71
06:00;29;2;75;47;16;730;54
07:00;40;2;65;39;45;840;109
08:00;15;3;24;13;3;320;19
09:00;12;3;21;12;2;350;15
10:00;7;4;9;3;1;270;9
11:00;11;5;9;3;1;280;13
12:00;8;3;10;3;0;270;9
13:00;13;2;10;3;3;310;18
14:00;15;3;13;3;4;330;23
15:00;14;3;11;3;3;310;18
16:00;12;3;13;3;2;260;15
17:00;11;3;14;3;1;250;13
18:00;12;3;18;4;1;;14
19:00;12;3;29;13;0;350;13
20:00;14;2;26;13;1;410;16
21:00;22;2;20;10;2;430;25
22:00;15;2;17;9;1;400;17
23:00;19;2;20;11;2;460;21
