CZAS;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;2;20;7;360
01:00;2;18;7;380
02:00;2;7;3;350
03:00;4;13;6;440
04:00;4;12;4;370
05:00;4;11;3;380
06:00;4;13;5;370
07:00;5;16;7;390
08:00;5;23;9;400
09:00;4;19;5;270
10:00;3;13;3;240
11:00;3;12;3;
12:00;3;13;3;150
13:00;3;18;3;150
14:00;2;13;3;270
15:00;2;17;3;330
16:00;3;15;3;390
17:00;3;16;3;360
18:00;2;18;3;380
19:00;2;17;3;380
20:00;2;19;3;370
21:00;2;21;4;390
22:00;2;29;5;430
23:00;2;25;7;440
