CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;28;3;87;65;78;1050;146
01:00;24;2;72;55;58;710;113
02:00;;2;;;;;
03:00;;2;;;;;
04:00;;2;;;;;
05:00;;2;;;;;
06:00;;3;;;;;
07:00;;3;;;;;
08:00;;3;;;;;
09:00;;3;;;;;
10:00;;3;;;;;
11:00;;3;;;;;
12:00;;4;;;;;
13:00;;8;;;;;
14:00;;11;;;;;
15:00;;5;;;;;
16:00;;6;;;;;
17:00;29;6;12;5;7;680;40
18:00;22;10;45;29;2;;26
19:00;21;3;118;88;11;840;38
20:00;59;3;122;89;90;960;197
21:00;59;4;75;50;141;1400;275
22:00;47;4;89;64;128;1290;242
23:00;36;3;95;69;106;1200;198
