CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2;30;26;44;40;;93
01:00;1.9;29;11;;6;560;38
02:00;1.6;27;11;;3;610;33
03:00;1.4;25;11;;2;550;29
04:00;1;26;10;;4;500;32
05:00;1;30;13;;9;550;43
06:00;1.6;32;17;;23;660;68
07:00;2;36;16;;42;840;101
08:00;2;34;12;;40;870;95
09:00;2.5;35;15;;37;720;92
10:00;1.6;32;18;;38;820;91
11:00;2.4;34;19;;48;940;108
12:00;2.6;34;20;;53;1250;114
13:00;3.1;33;22;83;54;1620;116
14:00;3.5;32;20;78;50;1360;109
15:00;4;;;105;;1320;
16:00;4;30;;101;51;1140;108
17:00;3.5;32;16;98;44;1150;100
18:00;4;30;18;77;38;1010;89
19:00;4;30;18;72;37;1010;87
20:00;4;29;21;86;34;960;81
21:00;3.9;30;24;76;31;780;79
22:00;3;29;26;72;32;710;79
23:00;2.9;31;29;62;42;690;95
