CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.3;33;4;12;500;51
01:00;3.1;34;4;35;760;89
02:00;0.7;26;4;1;340;28
03:00;0.5;25;3;3;330;29
04:00;0.5;24;4;2;330;29
05:00;0.5;23;4;3;310;27
06:00;1.1;37;3;9;420;52
07:00;1.3;31;3;10;440;46
08:00;0.7;21;3;8;390;35
09:00;0.5;16;4;8;290;28
10:00;0.5;19;1;10;360;34
11:00;0.9;21;2;8;330;32
12:00;1.1;19;3;9;290;33
13:00;0.7;16;3;6;270;26
14:00;0.5;21;3;5;290;28
15:00;0.5;17;4;4;260;24
16:00;0.5;20;4;3;250;25
17:00;0.5;26;3;7;280;38
18:00;0.5;25;4;8;290;37
19:00;0.7;23;3;8;300;35
20:00;1.3;28;3;8;290;40
21:00;1.3;39;3;9;400;54
22:00;1.3;46;3;10;520;61
23:00;1.3;31;3;1;440;33
