CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1;30;4;20;4;340;35
01:00;0.7;18;3;21;1;260;19
02:00;0.5;17;3;11;2;260;19
03:00;0.5;17;4;17;1;300;17
04:00;0.9;20;4;24;2;310;23
05:00;1.3;14;2;22;1;300;15
06:00;0.5;14;3;16;3;330;19
07:00;0.5;;;17;;;
08:00;1;28;4;22;20;;58
09:00;1;19;;22;13;;38
10:00;0.5;16;6;20;11;;31
11:00;0.5;16;7;12;11;;32
12:00;0.5;18;5;9;12;;35
13:00;0.5;17;4;13;9;;30
14:00;0.5;16;5;8;8;;27
15:00;0.5;16;4;5;9;;29
16:00;0.5;16;5;6;8;;27
17:00;0.5;19;5;10;9;;32
18:00;0.5;16;4;12;8;;27
19:00;0.5;22;9;14;8;;34
20:00;0.5;26;13;18;7;;35
21:00;0.5;27;11;22;6;;35
22:00;0.5;22;5;15;3;;25
23:00;0.5;24;3;19;1;;25
