CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;48;2;62;31;21;760;80
01:00;30;2;42;20;7;570;40
02:00;29;2;54;30;5;590;38
03:00;21;1;56;33;2;530;25
04:00;12;1;55;32;2;480;15
05:00;15;1;52;29;9;520;29
06:00;13;1;58;32;5;580;20
07:00;16;2;64;35;10;690;31
08:00;22;8;109;44;10;1200;38
09:00;9;5;35;18;1;440;12
10:00;7;2;26;13;0;440;8
11:00;6;2;15;5;0;420;6
12:00;7;1;11;4;1;400;9
13:00;8;1;9;4;1;350;10
14:00;6;1;8;4;1;370;8
15:00;5;2;9;4;0;330;5
16:00;5;2;8;4;0;300;5
17:00;5;2;6;4;0;270;5
18:00;5;1;6;4;0;;5
19:00;7;1;7;4;0;280;7
20:00;12;1;21;10;1;360;14
21:00;21;2;24;7;1;340;23
22:00;29;1;23;8;1;360;31
23:00;47;2;30;12;13;520;67
