CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1;20;5;44;26;2;400;21
01:00;1.2;35;15;66;36;3;740;37
02:00;0.4;7;1;30;23;2;390;10
03:00;0.4;7;1;30;23;2;390;10
04:00;0.4;8;1;30;23;2;370;11
05:00;0.4;7;1;31;23;2;360;11
06:00;0.4;16;1;35;25;21;450;48
07:00;0.4;26;1;36;23;17;470;51
08:00;0.4;15;1;42;21;5;370;22
09:00;0.4;13;1;40;24;4;420;17
10:00;0.4;12;1;38;30;4;480;17
11:00;0.7;19;1;49;38;5;;26
12:00;0.7;11;2;41;32;3;700;13
13:00;0.4;6;;33;23;1;360;6
14:00;0.4;5;;32;21;1;430;6
15:00;0.4;6;;31;22;1;410;6
16:00;0.4;6;;45;28;1;520;7
17:00;0.4;5;1;36;23;1;520;5
18:00;0.4;7;2;35;24;1;380;9
19:00;0.4;8;2;37;24;1;380;10
20:00;0.4;13;3;70;44;1;530;15
21:00;0.4;22;8;57;35;2;810;24
22:00;0.4;19;9;41;28;1;780;21
23:00;1;18;5;40;28;2;450;20
